,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
1923,G3700670,2005-2009,,,North Carolina,37,Forsyth County,67,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",346851,"Forsyth County, North Carolina",0
1924,G3700690,2005-2009,,,North Carolina,37,Franklin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",57201,"Franklin County, North Carolina",0
1925,G3700710,2005-2009,,,North Carolina,37,Gaston County,71,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",202149,"Gaston County, North Carolina",0
1926,G3700730,2005-2009,,,North Carolina,37,Gates County,73,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",11555,"Gates County, North Carolina",0
1927,G3700750,2005-2009,,,North Carolina,37,Graham County,75,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",7964,"Graham County, North Carolina",0
1928,G3700770,2005-2009,,,North Carolina,37,Granville County,77,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",55670,"Granville County, North Carolina",0
1929,G3700790,2005-2009,,,North Carolina,37,Greene County,79,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",20402,"Greene County, North Carolina",0
1930,G3700810,2005-2009,,,North Carolina,37,Guilford County,81,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",464041,"Guilford County, North Carolina",0
1931,G3700830,2005-2009,,,North Carolina,37,Halifax County,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",55118,"Halifax County, North Carolina",0
1932,G3700850,2005-2009,,,North Carolina,37,Harnett County,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",108885,"Harnett County, North Carolina",0
1933,G3700870,2005-2009,,,North Carolina,37,Haywood County,87,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",56535,"Haywood County, North Carolina",0
1934,G3700890,2005-2009,,,North Carolina,37,Henderson County,89,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",100333,"Henderson County, North Carolina",0
1935,G3700910,2005-2009,,,North Carolina,37,Hertford County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",23281,"Hertford County, North Carolina",0
1936,G3700930,2005-2009,,,North Carolina,37,Hoke County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",42410,"Hoke County, North Carolina",0
1937,G3700950,2005-2009,,,North Carolina,37,Hyde County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",5256,"Hyde County, North Carolina",0
1938,G3700970,2005-2009,,,North Carolina,37,Iredell County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",150346,"Iredell County, North Carolina",0
1939,G3700990,2005-2009,,,North Carolina,37,Jackson County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",36447,"Jackson County, North Carolina",0
1940,G3701010,2005-2009,,,North Carolina,37,Johnston County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",156888,"Johnston County, North Carolina",0
1941,G3701030,2005-2009,,,North Carolina,37,Jones County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",10028,"Jones County, North Carolina",0
1942,G3701050,2005-2009,,,North Carolina,37,Lee County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",57919,"Lee County, North Carolina",0
1943,G3701070,2005-2009,,,North Carolina,37,Lenoir County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",56831,"Lenoir County, North Carolina",0
1944,G3701090,2005-2009,,,North Carolina,37,Lincoln County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",72728,"Lincoln County, North Carolina",0
1945,G3701110,2005-2009,,,North Carolina,37,McDowell County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",43587,"McDowell County, North Carolina",0
1946,G3701130,2005-2009,,,North Carolina,37,Macon County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",32607,"Macon County, North Carolina",0
1947,G3701150,2005-2009,,,North Carolina,37,Madison County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",20227,"Madison County, North Carolina",0
1948,G3701170,2005-2009,,,North Carolina,37,Martin County,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",23699,"Martin County, North Carolina",0
1949,G3701190,2005-2009,,,North Carolina,37,Mecklenburg County,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",861189,"Mecklenburg County, North Carolina",0
1950,G3701210,2005-2009,,,North Carolina,37,Mitchell County,121,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",15690,"Mitchell County, North Carolina",0
1951,G3701230,2005-2009,,,North Carolina,37,Montgomery County,123,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",27456,"Montgomery County, North Carolina",0
1952,G3701250,2005-2009,,,North Carolina,37,Moore County,125,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",84280,"Moore County, North Carolina",0
1953,G3701270,2005-2009,,,North Carolina,37,Nash County,127,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",92814,"Nash County, North Carolina",0
1954,G3701290,2005-2009,,,North Carolina,37,New Hanover County,129,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",189463,"New Hanover County, North Carolina",0
1955,G3701310,2005-2009,,,North Carolina,37,Northampton County,131,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",20611,"Northampton County, North Carolina",0
1956,G3701330,2005-2009,,,North Carolina,37,Onslow County,133,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",165181,"Onslow County, North Carolina",0
1957,G3701350,2005-2009,,,North Carolina,37,Orange County,135,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",124503,"Orange County, North Carolina",0
1958,G3701370,2005-2009,,,North Carolina,37,Pamlico County,137,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",12470,"Pamlico County, North Carolina",0
1959,G3701390,2005-2009,,,North Carolina,37,Pasquotank County,139,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",40334,"Pasquotank County, North Carolina",0
1960,G3701410,2005-2009,,,North Carolina,37,Pender County,141,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",49408,"Pender County, North Carolina",0
1961,G3701430,2005-2009,,,North Carolina,37,Perquimans County,143,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",12367,"Perquimans County, North Carolina",0
1962,G3701450,2005-2009,,,North Carolina,37,Person County,145,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",37301,"Person County, North Carolina",0
1963,G3701470,2005-2009,,,North Carolina,37,Pitt County,147,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",151931,"Pitt County, North Carolina",0
1964,G3701490,2005-2009,,,North Carolina,37,Polk County,149,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",19107,"Polk County, North Carolina",0
1965,G3701510,2005-2009,,,North Carolina,37,Randolph County,151,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",139443,"Randolph County, North Carolina",0
1966,G3701530,2005-2009,,,North Carolina,37,Richmond County,153,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",45947,"Richmond County, North Carolina",0
1967,G3701550,2005-2009,,,North Carolina,37,Robeson County,155,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",127686,"Robeson County, North Carolina",0
1968,G3701570,2005-2009,,,North Carolina,37,Rockingham County,157,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",92007,"Rockingham County, North Carolina",0
1969,G3701590,2005-2009,,,North Carolina,37,Rowan County,159,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, North Carolina",137387,"Rowan County, North Carolina",0
1970,G3701610,2005-2009,,,North Carolina,37,Rutherford County,161,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",63153,"Rutherford County, North Carolina",0
1971,G3701630,2005-2009,,,North Carolina,37,Sampson County,163,,,,,,,,,,,,,,,,,,,,,,,,,,"Sampson County, North Carolina",62996,"Sampson County, North Carolina",0
1972,G3701650,2005-2009,,,North Carolina,37,Scotland County,165,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, North Carolina",36394,"Scotland County, North Carolina",0
1973,G3701670,2005-2009,,,North Carolina,37,Stanly County,167,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanly County, North Carolina",59136,"Stanly County, North Carolina",0
1974,G3701690,2005-2009,,,North Carolina,37,Stokes County,169,,,,,,,,,,,,,,,,,,,,,,,,,,"Stokes County, North Carolina",45916,"Stokes County, North Carolina",0
1975,G3701710,2005-2009,,,North Carolina,37,Surry County,171,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",72166,"Surry County, North Carolina",0
1976,G3701730,2005-2009,,,North Carolina,37,Swain County,173,,,,,,,,,,,,,,,,,,,,,,,,,,"Swain County, North Carolina",13367,"Swain County, North Carolina",0
1977,G3701750,2005-2009,,,North Carolina,37,Transylvania County,175,,,,,,,,,,,,,,,,,,,,,,,,,,"Transylvania County, North Carolina",29886,"Transylvania County, North Carolina",0
1978,G3701770,2005-2009,,,North Carolina,37,Tyrrell County,177,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrrell County, North Carolina",4112,"Tyrrell County, North Carolina",0
1979,G3701790,2005-2009,,,North Carolina,37,Union County,179,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, North Carolina",181852,"Union County, North Carolina",0
1980,G3701810,2005-2009,,,North Carolina,37,Vance County,181,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance County, North Carolina",42987,"Vance County, North Carolina",0
1981,G3701830,2005-2009,,,North Carolina,37,Wake County,183,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake County, North Carolina",828759,"Wake County, North Carolina",0
1982,G3701850,2005-2009,,,North Carolina,37,Warren County,185,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, North Carolina",19545,"Warren County, North Carolina",0
1983,G3701870,2005-2009,,,North Carolina,37,Washington County,187,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, North Carolina",12979,"Washington County, North Carolina",0
1984,G3701890,2005-2009,,,North Carolina,37,Watauga County,189,,,,,,,,,,,,,,,,,,,,,,,,,,"Watauga County, North Carolina",44636,"Watauga County, North Carolina",0
1985,G3701910,2005-2009,,,North Carolina,37,Wayne County,191,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, North Carolina",113290,"Wayne County, North Carolina",0
1986,G3701930,2005-2009,,,North Carolina,37,Wilkes County,193,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",66563,"Wilkes County, North Carolina",0
1987,G3701950,2005-2009,,,North Carolina,37,Wilson County,195,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",76765,"Wilson County, North Carolina",0
1988,G3701970,2005-2009,,,North Carolina,37,Yadkin County,197,,,,,,,,,,,,,,,,,,,,,,,,,,"Yadkin County, North Carolina",37520,"Yadkin County, North Carolina",0
1989,G3701990,2005-2009,,,North Carolina,37,Yancey County,199,,,,,,,,,,,,,,,,,,,,,,,,,,"Yancey County, North Carolina",18336,"Yancey County, North Carolina",0
1990,G3800010,2005-2009,,,North Dakota,38,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, North Dakota",2291,"Adams County, North Dakota",0
1991,G3800030,2005-2009,,,North Dakota,38,Barnes County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnes County, North Dakota",10840,"Barnes County, North Dakota",0
1992,G3800050,2005-2009,,,North Dakota,38,Benson County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Benson County, North Dakota",6889,"Benson County, North Dakota",0
1993,G3800070,2005-2009,,,North Dakota,38,Billings County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings County, North Dakota",912,"Billings County, North Dakota",92
1994,G3800090,2005-2009,,,North Dakota,38,Bottineau County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Bottineau County, North Dakota",6427,"Bottineau County, North Dakota",0
1995,G3800110,2005-2009,,,North Dakota,38,Bowman County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman County, North Dakota",2944,"Bowman County, North Dakota",86
1996,G3800130,2005-2009,,,North Dakota,38,Burke County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Dakota",2027,"Burke County, North Dakota",134
1997,G3800150,2005-2009,,,North Dakota,38,Burleigh County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",77049,"Burleigh County, North Dakota",0
1998,G3800170,2005-2009,,,North Dakota,38,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, North Dakota",137803,"Cass County, North Dakota",0
1999,G3800190,2005-2009,,,North Dakota,38,Cavalier County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavalier County, North Dakota",3905,"Cavalier County, North Dakota",0
2000,G3800210,2005-2009,,,North Dakota,38,Dickey County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickey County, North Dakota",5341,"Dickey County, North Dakota",0
2001,G3800230,2005-2009,,,North Dakota,38,Divide County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Divide County, North Dakota",1863,"Divide County, North Dakota",134
2002,G3800250,2005-2009,,,North Dakota,38,Dunn County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, North Dakota",3318,"Dunn County, North Dakota",0
2003,G3800270,2005-2009,,,North Dakota,38,Eddy County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, North Dakota",2417,"Eddy County, North Dakota",0
2004,G3800290,2005-2009,,,North Dakota,38,Emmons County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmons County, North Dakota",3542,"Emmons County, North Dakota",0
2005,G3800310,2005-2009,,,North Dakota,38,Foster County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Foster County, North Dakota",3424,"Foster County, North Dakota",0
2006,G3800330,2005-2009,,,North Dakota,38,Golden Valley County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, North Dakota",1533,"Golden Valley County, North Dakota",92
2007,G3800350,2005-2009,,,North Dakota,38,Grand Forks County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Forks County, North Dakota",66573,"Grand Forks County, North Dakota",0
2008,G3800370,2005-2009,,,North Dakota,38,Grant County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, North Dakota",2525,"Grant County, North Dakota",136
2009,G3800390,2005-2009,,,North Dakota,38,Griggs County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Griggs County, North Dakota",2310,"Griggs County, North Dakota",105
2010,G3800410,2005-2009,,,North Dakota,38,Hettinger County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Hettinger County, North Dakota",2407,"Hettinger County, North Dakota",0
2011,G3800430,2005-2009,,,North Dakota,38,Kidder County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidder County, North Dakota",2298,"Kidder County, North Dakota",82
2012,G3800450,2005-2009,,,North Dakota,38,LaMoure County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"LaMoure County, North Dakota",4085,"LaMoure County, North Dakota",0
2013,G3800470,2005-2009,,,North Dakota,38,Logan County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, North Dakota",1946,"Logan County, North Dakota",0
2014,G3800490,2005-2009,,,North Dakota,38,McHenry County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, North Dakota",5275,"McHenry County, North Dakota",0
2015,G3800510,2005-2009,,,North Dakota,38,McIntosh County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, North Dakota",2754,"McIntosh County, North Dakota",0
2016,G3800530,2005-2009,,,North Dakota,38,McKenzie County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"McKenzie County, North Dakota",5594,"McKenzie County, North Dakota",0
2017,G3800550,2005-2009,,,North Dakota,38,McLean County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, North Dakota",8360,"McLean County, North Dakota",0
2018,G3800570,2005-2009,,,North Dakota,38,Mercer County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, North Dakota",7955,"Mercer County, North Dakota",0
2019,G3800590,2005-2009,,,North Dakota,38,Morton County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, North Dakota",25850,"Morton County, North Dakota",0
2020,G3800610,2005-2009,,,North Dakota,38,Mountrail County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountrail County, North Dakota",6540,"Mountrail County, North Dakota",0
2021,G3800630,2005-2009,,,North Dakota,38,Nelson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, North Dakota",3234,"Nelson County, North Dakota",0
2022,G3800650,2005-2009,,,North Dakota,38,Oliver County,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Oliver County, North Dakota",1624,"Oliver County, North Dakota",136
2023,G3800670,2005-2009,,,North Dakota,38,Pembina County,67,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembina County, North Dakota",7607,"Pembina County, North Dakota",0
2024,G3800690,2005-2009,,,North Dakota,38,Pierce County,69,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, North Dakota",4101,"Pierce County, North Dakota",0
2025,G3800710,2005-2009,,,North Dakota,38,Ramsey County,71,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, North Dakota",11254,"Ramsey County, North Dakota",0
2026,G3800730,2005-2009,,,North Dakota,38,Ransom County,73,,,,,,,,,,,,,,,,,,,,,,,,,,"Ransom County, North Dakota",5670,"Ransom County, North Dakota",0
2027,G3800750,2005-2009,,,North Dakota,38,Renville County,75,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, North Dakota",2291,"Renville County, North Dakota",0
2028,G3800770,2005-2009,,,North Dakota,38,Richland County,77,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, North Dakota",16563,"Richland County, North Dakota",0
2029,G3800790,2005-2009,,,North Dakota,38,Rolette County,79,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolette County, North Dakota",13672,"Rolette County, North Dakota",0
2030,G3800810,2005-2009,,,North Dakota,38,Sargent County,81,,,,,,,,,,,,,,,,,,,,,,,,,,"Sargent County, North Dakota",4058,"Sargent County, North Dakota",0
2031,G3800830,2005-2009,,,North Dakota,38,Sheridan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, North Dakota",1320,"Sheridan County, North Dakota",82
2032,G3800850,2005-2009,,,North Dakota,38,Sioux County,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, North Dakota",4144,"Sioux County, North Dakota",0
2033,G3800870,2005-2009,,,North Dakota,38,Slope County,87,,,,,,,,,,,,,,,,,,,,,,,,,,"Slope County, North Dakota",703,"Slope County, North Dakota",86
2034,G3800890,2005-2009,,,North Dakota,38,Stark County,89,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, North Dakota",22393,"Stark County, North Dakota",0
2035,G3800910,2005-2009,,,North Dakota,38,Steele County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, North Dakota",1929,"Steele County, North Dakota",105
2036,G3800930,2005-2009,,,North Dakota,38,Stutsman County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Stutsman County, North Dakota",20550,"Stutsman County, North Dakota",0
2037,G3800950,2005-2009,,,North Dakota,38,Towner County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Towner County, North Dakota",2318,"Towner County, North Dakota",0
2038,G3800970,2005-2009,,,North Dakota,38,Traill County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Traill County, North Dakota",7997,"Traill County, North Dakota",0
2039,G3800990,2005-2009,,,North Dakota,38,Walsh County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Walsh County, North Dakota",11052,"Walsh County, North Dakota",0
2040,G3801010,2005-2009,,,North Dakota,38,Ward County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, North Dakota",56353,"Ward County, North Dakota",0
2041,G3801030,2005-2009,,,North Dakota,38,Wells County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, North Dakota",4251,"Wells County, North Dakota",0
2042,G3801050,2005-2009,,,North Dakota,38,Williams County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams County, North Dakota",19644,"Williams County, North Dakota",0
2043,G3900010,2005-2009,,,Ohio,39,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Ohio",28142,"Adams County, Ohio",0
2044,G3900030,2005-2009,,,Ohio,39,Allen County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Ohio",104946,"Allen County, Ohio",0
2045,G3900050,2005-2009,,,Ohio,39,Ashland County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Ohio",54622,"Ashland County, Ohio",0
2046,G3900070,2005-2009,,,Ohio,39,Ashtabula County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashtabula County, Ohio",101375,"Ashtabula County, Ohio",0
2047,G3900090,2005-2009,,,Ohio,39,Athens County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens County, Ohio",63073,"Athens County, Ohio",0
2048,G3900110,2005-2009,,,Ohio,39,Auglaize County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Auglaize County, Ohio",46620,"Auglaize County, Ohio",0
2049,G3900130,2005-2009,,,Ohio,39,Belmont County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",68372,"Belmont County, Ohio",0
2050,G3900150,2005-2009,,,Ohio,39,Brown County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Ohio",43823,"Brown County, Ohio",0
2051,G3900170,2005-2009,,,Ohio,39,Butler County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Ohio",356878,"Butler County, Ohio",0
2052,G3900190,2005-2009,,,Ohio,39,Carroll County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Ohio",28752,"Carroll County, Ohio",0
2053,G3900210,2005-2009,,,Ohio,39,Champaign County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Ohio",39549,"Champaign County, Ohio",0
2054,G3900230,2005-2009,,,Ohio,39,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Ohio",140419,"Clark County, Ohio",0
2055,G3900250,2005-2009,,,Ohio,39,Clermont County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Clermont County, Ohio",193377,"Clermont County, Ohio",0
2056,G3900270,2005-2009,,,Ohio,39,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Ohio",42820,"Clinton County, Ohio",0
2057,G3900290,2005-2009,,,Ohio,39,Columbiana County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbiana County, Ohio",108683,"Columbiana County, Ohio",0
